Image,Caption,Rights
urn:cite:bnf:gr2706img.bnf2706_img145,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 68 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img146,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 68 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img147,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 69 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img148,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 69 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img149,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 70 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img150,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 70 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img151,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 71 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img152,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 71 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img153,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 72 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img154,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 72 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img155,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 73 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img156,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 73 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img157,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 74 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img158,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 74 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img159,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 75 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img160,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 75 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img161,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 76 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img162,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 76 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img163,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 77 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img164,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 77 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img165,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 78 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img166,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 78 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img167,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 79 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img168,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 79 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img169,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 80 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img170,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 80 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img171,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 81 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img172,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 81 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img173,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 82 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img174,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 82 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img175,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 83 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img176,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 83 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img177,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 84 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img178,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 84 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img179,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 85 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img180,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 85 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img181,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 86 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img182,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 86 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img183,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 87 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img184,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 87 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img185,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 88 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img186,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 88 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img187,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 89 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img188,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 89 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img189,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 90 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img190,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 90 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img191,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 91 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img192,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 91 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img193,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 92 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img194,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 92 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img195,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 93 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img196,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 93 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img197,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 94 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img198,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 94 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img199,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 95 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img200,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 95 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img201,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 96 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img202,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 96 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img203,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 97 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img204,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 97 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img205,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 98 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img206,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 98 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img207,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 99 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img208,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 99 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img209,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 100 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img210,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 100 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img211,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 101 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img212,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 101 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img213,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 102 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img214,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 102 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img215,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 103 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img216,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 103 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img217,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 104 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img218,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 104 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img219,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 105 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img220,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 105 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img221,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 106 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img222,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 106 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img223,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 107 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img224,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 107 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img225,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 108 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img226,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 108 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img227,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 109 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img228,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 109 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img229,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 110 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img230,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 110 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img231,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 111 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img232,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 111 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img233,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 112 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img234,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 112 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img235,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 113 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img236,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 113 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img237,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 114 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img238,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 114 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img239,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 115 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img240,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 115 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img241,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 116 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img242,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 116 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img243,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 117 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img244,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 117 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img245,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 118 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img246,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 118 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img247,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 119 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img248,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 119 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img249,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 120 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img250,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 120 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img251,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 121 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img252,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 121 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img253,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 122 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img254,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 122 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img255,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 123 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img256,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 123 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img257,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 124 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img258,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 124 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img259,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 125 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img260,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 125 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img261,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 126 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img262,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 126 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img263,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 127 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img264,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 127 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img265,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 128 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img266,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 128 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img267,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 129 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img268,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 129 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img269,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 130 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img270,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 130 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img271,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 131 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img272,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 131 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img273,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 132 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img274,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 132 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img275,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 133 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img276,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 133 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img277,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 134 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img278,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 134 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img279,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 135 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img280,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 135 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img281,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, folio 136 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
