Image,Caption,Rights
urn:cite:bnf:gr2705img.bnf2705_img070r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 70 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img070v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 70 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img071r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 71 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img071v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 71 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img072r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 72 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img072v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 72 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img073r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 73 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img073v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 73 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img074r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 74 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img074v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 74 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img075r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 75 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img075v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 75 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img076r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 76 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img076v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 76 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img077r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 77 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img077v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 77 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img078r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 78 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img078v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 78 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img079r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 79 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img079v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 79 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img080r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 80 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img080v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 80 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img081r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 81 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img081v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 81 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img082r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 82 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img082v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 82 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img083r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 83 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img083v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 83 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img084r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 84 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img084v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 84 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img085r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 85 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img085v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 85 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img086r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 86 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img086v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 86 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img087r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 87 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img087v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 87 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img088r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 88 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img088v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 88 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img089r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 89 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img089v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 89 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img090r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 90 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img090v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 90 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img091r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 91 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img091v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 91 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img092r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 92 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img092v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 92 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img093r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 93 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img093v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 93 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img094r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 94 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img094v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 94 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img095r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 95 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img095v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 95 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img096r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 96 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img096v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 96 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img097r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 97 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img097v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 97 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img098r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 98 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img098v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 98 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img099r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 99 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img099v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 99 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img100r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 100 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img100v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 100 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img101r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 101 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img101v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 101 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img102r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 102 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img102v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 102 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img103r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 103 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img103v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 103 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img104r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 104 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img104v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 104 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img105r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 105 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img105v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 105 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img106r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 106 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img106v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 106 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img107r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 107 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img107v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 107 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img108r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 108 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img108v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 108 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img109r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 109 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img109v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 109 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img110r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 110 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img110v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 110 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img111r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 111 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img111v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 111 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img112r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 112 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img112v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 112 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img113r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 113 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img113v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 113 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img114r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 114 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img114v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 114 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img115r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 115 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img115v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 115 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img116r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 116 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img116v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 116 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img117r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 117 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img117v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 117 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img118r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 118 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img118v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 118 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img119r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 119 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img119v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 119 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img120r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 120 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img120v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 120 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img121r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 121 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img121v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 121 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img122r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 122 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img122v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 122 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img123r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 123 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img123v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 123 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img124r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 124 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img124v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 124 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img125r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 125 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img125v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 125 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img126r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 126 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img126v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 126 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img127r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 127 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img127v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 127 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img128r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 128 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img128v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 128 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img129r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 129 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img129v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 129 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img130r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 130 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img130v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 130 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img131r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 131 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img131v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 131 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img132r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 132 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img132v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 132 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img133r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 133 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img133v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 133 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img134r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 134 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img134v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 134 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img135r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 135 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img135v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 135 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img136r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 136 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img136v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 136 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img137r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 137 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img137v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 137 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img138r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 138 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img138v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 138 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
