Image,Caption,Rights
urn:cite:bnf:gr2705img.bnf2705_img006r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 6 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img006v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 6 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img007r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 7 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img007v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 7 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img008r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 8 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img008v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 8 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img009r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 9 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img009v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 9 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img010r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 10 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img010v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 10 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img011r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 11 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img011v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 11 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img012r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 12 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img012v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 12 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img013r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 13 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img013v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 13 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img014r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 14 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img014v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 14 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img015r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 15 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img015v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 15 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img016r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 16 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img016v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 16 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img017r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 17 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img017v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 17 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img018r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 18 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img018v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 18 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img019r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 19 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img019v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 19 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img020r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 20 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img020v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 20 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img021r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 21 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img021v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 21 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img022r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 22 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img022v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 22 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img023r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 23 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img023v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 23 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img024r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 24 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img024v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 24 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img025r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 25 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img025v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 25 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img026r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 26 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img026v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 26 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img027r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 27 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img027v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 27 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img028r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 28 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img028v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 28 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img029r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 29 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img029v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 29 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img030r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 30 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img030v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 30 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img031r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 31 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img031v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 31 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img032r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 32 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img032v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 32 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img033r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 33 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img033v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 33 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img034r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 34 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img034v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 34 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img035r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 35 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img035v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 35 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img036r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 36 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img036v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 36 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img037r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 37 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img037v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 37 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img038r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 38 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img038v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 38 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img039r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 39 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img039v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 39 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img040r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 40 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img040v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 40 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img041r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 41 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img041v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 41 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img042r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 42 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img042v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 42 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img043r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 43 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img043v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 43 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img044r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 44 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img044v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 44 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img045r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 45 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img045v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 45 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img046r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 46 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img046v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 46 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img047r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 47 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img047v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 47 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img048r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 48 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img048v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 48 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img049r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 49 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img049v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 49 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img050r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 50 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img050v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 50 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img051r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 51 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img051v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 51 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img052r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 52 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img052v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 52 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img053r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 53 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img053v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 53 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img054r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 54 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img054v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 54 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img055r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 55 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img055v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 55 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img056r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 56 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img056v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 56 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img057r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 57 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img057v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 57 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img058r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 58 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img058v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 58 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img059r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 59 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img059v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 59 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img060r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 60 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img060v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 60 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img061r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 61 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img061v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 61 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img062r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 62 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img062v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 62 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img063r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 63 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img063v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 63 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img064r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 64 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img064v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 64 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img065r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 65 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img065v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 65 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img066r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 66 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img066v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 66 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img067r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 67 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img067v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 67 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img068r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 68 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img068v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 68 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img069r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 69 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img069v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 69 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
