Image,Caption,Rights
urn:cite:bnf:gr2706img.bnf2706_img036,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 26 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img036,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 26 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img037,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 27 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img037,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 27 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img038,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 28 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img038,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 28 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img039,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 29 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img039,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 29 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img040,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 30 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img040,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 30 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img041,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 31 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img041,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 31 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img042,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 32 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img042,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 32 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img043,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 33 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img043,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 33 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img044,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 34 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img044,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 34 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img045,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 35 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img045,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 35 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img046,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 36 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img046,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 36 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img047,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 37 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img047,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 37 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img048,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 38 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img048,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 38 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img049,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 39 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img049,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 39 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img050,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 40 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img050,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 40 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img051,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 41 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img051,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 41 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img052,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 42 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img052,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 42 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img053,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 43 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img053,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 43 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img054,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 44 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img054,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 44 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img055,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 45 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img055,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 45 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img056,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 46 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img056,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 46 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img057,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 47 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img057,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 47 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img058,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 48 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img058,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 48 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img059,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 49 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img059,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 49 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img060,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 50 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img060,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 50 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img061,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 51 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img061,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 51 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img062,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 52 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img062,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 52 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img063,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 53 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img063,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 53 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img064,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 54 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img064,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 54 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img065,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 55 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img065,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 55 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img066,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 56 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img066,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 56 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img067,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 57 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img067,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 57 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img068,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 58 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img068,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 58 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img069,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 59 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img069,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 59 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img070,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 60 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img070,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 60 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img071,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 61 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img071,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 61 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img072,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 62 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img072,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 62 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img073,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 63 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img073,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 63 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img074,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 64 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img074,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 64 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img075,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 65 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img075,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 65 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img076,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 66 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img076,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 66 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img077,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 67 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img077,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 67 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img078,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 68 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img078,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 68 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2706img.bnf2706_img079,"Bibliothèque nationale de France, Département des manuscrits, Grec 2706, 69 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
