urn:cite:cycle:tabulaeimgs,Images of Homeric Tabulae,@pyramids@/tabulae,tabulaeimgs_Caption,tabulaeimgs_Rights
urn:cite:hmt:capimgs,Images of the Tabula Capitolina,@pyramids@/tabulae,capimgs_Caption,capimgs_Rights
